Estado,Id de contacto,Id. de la oportunidad,Financiador: Nombre de la cuenta,Etapa,Etapa del Cr_dito,Situacion del Cliente,Potencia Instalada (W),Precio de Contado (Venta),Importe,Anticipo,Monto Mensualidad,Frecuencia Programada de Pagos (en dias),Numero de Pagos Programados,Number of Payments,Saldo Pagado,Saldo Total,Saldo Atrasado,Plazo del Credito (meses),Meses Transcurridos,Cantidad de Pagos realizados,% Pagado,Porcentaje de Pago a la Fecha,Rating Interno Credito,Nombre de la cuenta: Nombre de la cuenta
Durango,0031M00002glewa,0061M00000vtffm,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4250,18,17,1,14.29,15,0,Mezquital ILUCentro
Durango,0031M00002gxGla,0061M00000wrZ6Z,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,12,3800,1450,950,18,16,8,72.38,80,No Disponible,Mezquital ILUCentro
Durango,0031M00002glevD,0061M00000vtfeU,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2100,3150,2900,18,17,2,40,42,0,Mezquital ILUCentro
Durango,0031M00002glevh,0061M00000vtff3,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,600,4650,4400,18,17,1,11.43,12,0,Mezquital ILUCentro
Durango,0031M00002glevN,0061M00000vtfej,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,900,4350,4100,18,17,2,17.14,18,0,Mezquital ILUCentro
Durango,0031M00002gleu0,0061M00000vtfdW,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1650,3600,3350,18,17,4,31.43,33,0,Mezquital ILUCentro
Durango,0031M00002gyG7z,0061M00000ws68W,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,2500,2750,2000,18,15,3,47.62,55.56,No Disponible,Mezquital ILUCentro
Durango,0031M00002glesJ,0061M00000vtfc9,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2250,3000,2750,18,17,3,42.86,45,0,Mezquital ILUCentro
Durango,0031M00002glex4,0061M00000vtfgG,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1550,3700,3450,18,17,2,29.52,31,0,Mezquital ILUCentro
Durango,0031M00002gleuK,0061M00000vtfdl,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1270,3980,3730,18,17,4,24.19,25.4,0,Mezquital ILUCentro
Durango,0031M00002glevI,0061M00000vtfee,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1250,4000,3750,18,17,3,23.81,25,0,Mezquital ILUCentro
Durango,0031M00002gwSmm,0061M00000wrEwj,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,3000,18,16,2,33.33,36.84,No Disponible,Mezquital ILUCentro
Durango,0031M00002gleuU,0061M00000vtfdv,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,3050,2200,1950,18,17,6,58.1,61,0,Mezquital ILUCentro
Durango,0031M00002glew6,0061M00000vtffN,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1250,4000,3750,18,17,2,23.81,25,0,Mezquital ILUCentro
Durango,0031M00002glexJ,0061M00000vtfgV,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,12,3510,1740,1490,18,17,10,66.86,70.2,0,Mezquital ILUCentro
Durango,0031M00002gwSmc,0061M00000wrEwe,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1550,3700,3200,18,16,3,29.52,32.63,No Disponible,Mezquital ILUCentro
Durango,0031M00002gm5Rm,0061M00000vtjwf,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,2500,2750,2500,18,17,5,47.62,50,0,Mezquital ILUCentro
Durango,0031M00002glevm,0061M00000vtff8,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,500,4750,4500,18,17,1,9.52,10,0,Mezquital ILUCentro
Durango,0031M00002gleuF,0061M00000vtfdg,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2050,3200,2950,18,17,5,39.05,41,0,Mezquital ILUCentro
Durango,0031M00002gxsRL,0061M00000wrxaM,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2700,2550,2050,18,16,5,51.43,56.84,No Disponible,Mezquital ILUCentro
Durango,0031M00002gm54e,0061M00000vtjrz,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1500,3750,3500,18,17,3,28.57,30,0,Mezquital ILUCentro
Durango,0031M00002glewB,0061M00000vtffS,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1650,3600,3350,18,17,4,31.43,33,0,Mezquital ILUCentro
Durango,0031M00002gxGlk,0061M00000wrZ6j,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,90,6,11,5250,0,-500,18,16,5,100,110.53,2,Mezquital ILUCentro
Durango,0031M00002gm5D2,0061M00000vtjtq,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1950,3300,3050,18,17,4,37.14,39,0,Mezquital ILUCentro
Durango,0031M00002glevr,0061M00000vtffD,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,0,5250,5000,18,17,0,0,0,0,Mezquital ILUCentro
Durango,0031M00002glevc,0061M00000vtfey,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4250,18,17,1,14.29,15,0,Mezquital ILUCentro
Durango,0031M00002gm5Sp,0061M00000vtjwz,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,500,4750,4500,18,17,1,9.52,10,0,Mezquital ILUCentro
Durango,0031M00002gleuj,0061M00000vtfe5,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,1000,4250,4000,18,17,2,19.05,20,0,Mezquital ILUCentro
Durango,0031M00002gm54o,0061M00000vtjs9,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,1500,3750,3500,18,17,3,28.57,30,0,Mezquital ILUCentro
Durango,0031M00002gleuA,0061M00000vtfdb,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1500,3750,3500,18,17,3,28.57,30,0,Mezquital ILUCentro
Durango,0031M00002glewp,0061M00000vtfg6,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3500,1750,1500,18,17,5,66.67,70,0,Mezquital ILUCentro
Durango,0031M00002gletv,0061M00000vtfdR,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,3250,2000,1750,18,17,8,61.9,65,0,Mezquital ILUCentro
Durango,0031M00002gm5XN,0061M00000vtjy2,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2500,2750,2500,18,17,4,47.62,50,0,Mezquital ILUCentro
Durango,0031M00002gyG7k,0061M00000ws68M,KIVA,Vendido,Cobrando,Cr_dito Sano,25,4500,5250,750,250,60,9,12,4450,800,50,18,15,9,84.76,98.89,No Disponible,Mezquital ILUCentro
Durango,0031M00002gletq,0061M00000vtfdM,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2250,3000,2750,18,17,4,42.86,45,0,Mezquital ILUCentro
Durango,0031M00002gm5Ud,0061M00000vtjxT,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4250,18,17,1,14.29,15,0,Mezquital ILUCentro
Durango,0031M00002gm5T4,0061M00000vtjx4,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4250,18,17,1,14.29,15,0,Mezquital ILUCentro
Durango,0031M00002gless,0061M00000vtfcd,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1200,4050,3800,18,17,2,22.86,24,0,Mezquital ILUCentro
Durango,0031M00002glexd,0061M00000vtfgk,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2500,2750,2500,18,17,4,47.62,50,0,Mezquital ILUCentro
Durango,0031M00002gxGmE,0061M00000wrZ7D,KIVA,Pagado,Pagado,Cr_dito Sano,50,11600,11600,5500,2033.33,30,3,4,11600,0,0,3,16,4,100,100,3,Mezquital ILUCentro
Durango,0031M00002glexE,0061M00000vtfgQ,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1550,3700,3450,18,17,3,29.52,31,0,Mezquital ILUCentro
Durango,0031M00002gleuP,0061M00000vtfdq,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,3000,2250,2000,18,17,7,57.14,60,0,Mezquital ILUCentro
Durango,0031M00002gyFcG,0061M00000ws61V,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2500,2750,2250,18,16,5,47.62,52.63,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGmO,0061M00000wrZ7N,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,3000,18,16,3,33.33,36.84,No Disponible,Mezquital ILUCentro
Durango,0031M00002gm5Vv,0061M00000vtjxs,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1200,4050,3800,18,17,3,22.86,24,0,Mezquital ILUCentro
Durango,0031M00002gm5TE,0061M00000vtjx9,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4250,18,17,1,14.29,15,0,Mezquital ILUCentro
Durango,0031M00002gm5TT,0061M00000vtjxE,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,3000,2250,2000,18,17,7,57.14,60,0,Mezquital ILUCentro
Durango,0031M00002glewV,0061M00000vtffh,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3500,1750,1500,18,17,5,66.67,70,0,Mezquital ILUCentro
Durango,0031M00002glet7,0061M00000vtfcs,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,7,2950,2300,2050,18,17,5,56.19,59,0,Mezquital ILUCentro
Durango,0031M00002glevS,0061M00000vtfeo,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4250,18,17,1,14.29,15,0,Mezquital ILUCentro
Durango,0031M00002gletR,0061M00000vtfd7,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,3250,18,17,2,33.33,35,0,Mezquital ILUCentro
Durango,0031M00002glev8,0061M00000vtfeP,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,700,4550,4300,18,17,2,13.33,14,0,Mezquital ILUCentro
Durango,0031M00002gRMk7,0061M00000vtFBl,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,11,5250,0,-250,18,17,10,100,105,2,Mezquital ILUCentro
Durango,0031M00002gwVtC,0061M00000wrFv2,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2200,3050,2550,18,16,3,41.9,46.32,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVs9,0061M00000wrFsh,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,12,5250,0,-500,18,16,11,100,110.53,2,Mezquital ILUCentro
Durango,0031M00002iJ4XS,0061M00000wukRj,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,12,1950,3300,2050,18,13,7,37.14,48.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002iJ4Z9,0061M00000wukSX,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1500,3750,2500,18,13,3,28.57,37.5,No Disponible,Mezquital ILUCentro
Durango,0031M00002iJ4X3,0061M00000wukRU,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,3250,18,13,1,14.29,18.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002iJ4Wy,0061M00000wukRP,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1800,3450,2200,18,13,5,34.29,45,No Disponible,Mezquital ILUCentro
Durango,0031M00002iJ4ZE,0061M00000wukSh,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,2500,2750,1500,18,13,5,47.62,62.5,No Disponible,Mezquital ILUCentro
Durango,0031M00002iJ4XI,0061M00000wukRe,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,3000,18,13,1,19.05,25,No Disponible,Mezquital ILUCentro
Durango,0031M00002iJ4XX,0061M00000wukRo,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,3000,18,13,1,19.05,25,No Disponible,Mezquital ILUCentro
Durango,0031M00002iJ4X8,0061M00000wukRZ,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,3000,18,13,1,19.05,25,No Disponible,Mezquital ILUCentro
Durango,0031M00002gzCVe,0061M00000wsMgP,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,3500,18,15,2,19.05,22.22,No Disponible,Mezquital ILUCentro
Durango,0031M00002f1JFH,0061M00000vDTA5,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,3500,1750,1750,18,18,3,66.67,66.67,0,Mezquital ILUCentro
Durango,0031M00002f1JEY,0061M00000vDT9R,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,30,18,19,750,4500,4500,18,18,1,14.29,14.29,0,Mezquital ILUCentro
Durango,0031M00002f1JCw,0061M00000vDT8i,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,4500,750,750,18,18,8,85.71,85.71,0,Mezquital ILUCentro
Durango,0031M00002f1JE4,0061M00000vDT97,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,700,4550,4550,18,18,1,13.33,13.33,0,Mezquital ILUCentro
Durango,0031M00002f1JEx,0061M00000vDT9q,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,11,4050,1200,1200,18,18,7,77.14,77.14,0,Mezquital ILUCentro
Durango,0031M00002f1JEO,0061M00000vDT9H,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4500,18,18,2,14.29,14.29,0,Mezquital ILUCentro
Durango,0031M00002f1JEJ,0061M00000vDT9C,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3750,1500,1500,18,18,5,71.43,71.43,0,Mezquital ILUCentro
Durango,0031M00002f1JCm,0061M00000vDT8Y,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,10,5250,0,0,18,18,4,100,100,2,Mezquital ILUCentro
Durango,0031M00002gzCV5,0061M00000wsMgK,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,3500,18,15,1,19.05,22.22,No Disponible,Mezquital ILUCentro
Durango,0031M00002f1JFM,0061M00000vDTAA,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,3000,2250,2250,18,18,5,57.14,57.14,0,Mezquital ILUCentro
Durango,0031M00002f1JFX,0061M00000vDTAU,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,4500,750,750,18,18,7,85.71,85.71,0,Mezquital ILUCentro
Durango,0031M00002f1JFl,0061M00000vDTAZ,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,11,4000,1250,1250,18,18,7,76.19,76.19,0,Mezquital ILUCentro
Durango,0031M00002f1JFq,0061M00000vDTAe,KIVA,Vendido,Cobrando,Deudor PAR30,25,4500,5250,750,250,60,9,13,4750,500,500,18,18,13,90.48,90.48,0,Mezquital ILUCentro
Durango,0031M00002f1JEi,0061M00000vDT9W,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,4250,18,18,2,19.05,19.05,0,Mezquital ILUCentro
Durango,0031M00002f1JFb,0061M00000vDTAK,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,11,4250,1000,1000,18,18,7,80.95,80.95,0,Mezquital ILUCentro
Durango,0031M00002f1JF2,0061M00000vDT9v,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,4250,18,18,3,19.05,19.05,0,Mezquital ILUCentro
Durango,0031M00002f1JEF,0061M00000vDT9b,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,4250,18,18,2,19.05,19.05,0,Mezquital ILUCentro
Durango,0031M00002f1JD1,0061M00000vDT8n,KIVA,Vendido,Cobrando,Deudor PAR30,25,4500,5250,750,250,60,9,10,4750,500,500,18,18,9,90.48,90.48,0,Mezquital ILUCentro
Durango,0031M00002f1JEs,0061M00000vDT9l,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,30,18,19,900,4350,4350,18,18,2,17.14,17.14,0,Mezquital ILUCentro
Durango,0031M00002f1JD6,0061M00000vDT8s,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,4150,1100,1100,18,18,8,79.05,79.05,0,Mezquital ILUCentro
Durango,0031M00002f1JFv,0061M00000vDTAj,KIVA,Vendido,Cobrando,Deudor PAR30,25,4500,5250,750,250,60,9,12,4750,500,500,18,18,12,90.48,90.48,0,Mezquital ILUCentro
Durango,0031M00002f1JFR,0061M00000vDTAF,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,12,3950,1300,1300,18,18,11,75.24,75.24,0,Mezquital ILUCentro
Durango,0031M00002f1JF7,0061M00000vDTA0,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4500,18,18,1,14.29,14.29,0,Mezquital ILUCentro
Durango,0031M00002f1JET,0061M00000vDT9M,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,500,4750,4750,18,18,1,9.52,9.52,0,Mezquital ILUCentro
Durango,0031M00002f1JDL,0061M00000vDT8x,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4500,18,18,1,14.29,14.29,0,Mezquital ILUCentro
Durango,0031M00002jdBHR,0061M00000xyJvm,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2250,3000,1250,18,11,2,42.86,64.29,No Disponible,Mezquital ILUCentro
Durango,0031M00002jd9FT,0061M00000xyJEN,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2750,2500,750,18,11,6,52.38,78.57,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBMJ,0061M00000xyJxT,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1750,3500,2000,18,12,3,33.33,46.67,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBJj,0061M00000xyJwQ,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2250,3000,1250,18,11,4,42.86,64.29,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBb4,0061M00000xyK4U,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,30,18,19,1000,4250,2500,18,11,2,19.05,28.57,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBau,0061M00000xyK4P,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2350,2900,1150,18,11,6,44.76,67.14,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBak,0061M00000xyK4A,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2250,3000,1250,18,11,4,42.86,64.29,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBaf,0061M00000xyK45,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2250,3000,1250,18,11,5,42.86,64.29,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBM4,0061M00000xyJxE,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2500,2750,1000,18,11,6,47.62,71.43,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBKm,0061M00000xyJwp,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2000,3250,1500,18,11,4,38.1,57.14,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBJU,0061M00000xyJwG,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1750,3500,1750,18,11,4,33.33,50,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBa6,0061M00000xyK3v,KIVA,Vendido,Cobrando,Cr_dito Sano,25,4500,5250,750,250,30,18,19,3250,2000,250,18,11,7,61.9,92.86,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBIb,0061M00000xyJvr,KIVA,Vendido,Cobrando,Deudor PAR30,25,4500,5250,750,250,30,18,19,3000,2250,500,18,11,5,57.14,85.71,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBlY,0061M00000xyKAN,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,1000,236.11,30,18,19,1000,4250,2597.22,18,11,1,19.05,27.8,No Disponible,Mezquital ILUCentro
Durango,0031M00002jdBJ3,0061M00000xyJw6,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2750,2500,750,18,11,4,52.38,78.57,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZB,0061M00000xxtlR,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1450,3800,2050,18,11,4,27.62,41.43,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWYs,0061M00000xxtl8,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,30,18,19,5250,0,-1750,18,11,8,100,150,2,Mezquital ILUCentro
Durango,0031M00002jCWYr,0061M00000xxtl7,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1750,3500,1750,18,11,4,33.33,50,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZu,0061M00000xxtmK,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1750,3500,1750,18,11,3,33.33,50,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZL,0061M00000xxtlb,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,30,18,19,5500,-250,-2000,18,11,4,104.76,157.14,2,Mezquital ILUCentro
Durango,0031M00002jCWYm,0061M00000xxtl2,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2750,2500,750,18,11,5,52.38,78.57,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWa9,0061M00000xxtmZ,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,750,4500,2750,18,11,1,14.29,21.43,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWa4,0061M00000xxtmU,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,30,18,19,5250,0,-1750,18,11,6,100,150,2,Mezquital ILUCentro
Durango,0031M00002jCWZV,0061M00000xxtlv,KIVA,Vendido,Cobrando,Cr_dito Sano,25,4500,5250,750,250,30,18,19,3250,2000,250,18,11,6,61.9,92.86,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWYS,0061M00000xxtki,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2100,3150,1400,18,11,5,40,60,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZz,0061M00000xxtmP,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2500,2750,1000,18,11,3,47.62,71.43,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZQ,0061M00000xxtlg,KIVA,Vendido,Pagado,Cr_dito Sano,25,4500,5250,750,250,30,18,19,5000,250,-1500,18,11,8,95.24,142.86,2,Mezquital ILUCentro
Durango,0031M00002jCWZ6,0061M00000xxtlM,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1400,3850,2100,18,11,3,26.67,40,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZ1,0061M00000xxtlH,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2750,2500,750,18,11,3,52.38,78.57,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZp,0061M00000xxtmF,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,950,4300,2550,18,11,2,18.1,27.14,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZf,0061M00000xxtm5,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1500,3750,2000,18,11,4,28.57,42.86,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZa,0061M00000xxtm0,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,750,4500,2750,18,11,1,14.29,21.43,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZG,0061M00000xxtlW,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,30,18,19,5250,0,-1750,18,11,6,100,150,2,Mezquital ILUCentro
Durango,0031M00002jCWYD,0061M00000xxtkY,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1500,3750,2000,18,11,2,28.57,42.86,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWY3,0061M00000xxtkO,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1250,4000,2250,18,11,2,23.81,35.71,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWYN,0061M00000xxtkd,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1000,4250,2500,18,11,2,19.05,28.57,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWY8,0061M00000xxtkT,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1750,3500,1750,18,11,3,33.33,50,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWYX,0061M00000xxtkn,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2100,3150,1400,18,11,5,40,60,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWaE,0061M00000xxtme,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1000,4250,2500,18,11,2,19.05,28.57,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWYw,0061M00000xxtlC,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,19,2750,2500,750,18,11,3,52.38,78.57,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWYc,0061M00000xxtks,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,1750,3500,1750,18,11,5,33.33,50,No Disponible,Mezquital ILUCentro
Durango,0031M00002jCWZk,0061M00000xxtmA,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,30,18,19,5250,0,-1750,18,11,8,100,150,2,Mezquital ILUCentro
Durango,0031M00002jCWXy,0061M00000xxtkJ,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,30,18,19,750,4500,2750,18,11,1,14.29,21.43,No Disponible,Mezquital ILUCentro
